"Dimension.MONTH_AND_YEAR","Dimension.CREATIVE_SIZE","Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS","1006611"
"Dimension.MONTH_AND_YEAR","Dimension.CREATIVE_SIZE","Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS","5681"
"2015-06","1 x 1","34962","5681"
"2015-06","160 x 600","2831721","5681"
"2015-06","250 x 90","5561136","5681"
"2015-06","300 x 250","23247725","5681"
"2015-06","312 x 82","1","5681"
"2015-06","320 x 50","442807","5681"
"2015-06","468 x 60","23115","5681"
"2015-06","728 x 90","2345135","5681"
"2015-07","1 x 1","52978","5681"
"2015-07","1024 x 66","8545","5681"
"2015-07","160 x 600","2572464","5681"
"2015-07","250 x 90","5183052","5681"
"2015-07","300 x 250","23021194","5681"
"2015-07","312 x 82","2","5681"
"2015-07","320 x 50","528404","5681"
"2015-07","468 x 60","18749","5681"
"2015-07","728 x 90","2087861","5681"
"2015-07","960 x 540v","245","5681"
"2015-08","1 x 1","108563","5681"
"2015-08","1024 x 66","1544692","5681"
"2015-08","160 x 600","2851045","5681"
"2015-08","250 x 90","4844292","5681"
"2015-08","300 x 250","50511734","5681"
"2015-08","320 x 50","8243501","5681"
"2015-08","468 x 60","14073","5681"
"2015-08","728 x 90","5182381","5681"
"2015-08","960 x 540v","79714","5681"
"2015-09","1 x 1","30637","5681"
"2015-09","1024 x 66","16382746","5681"
"2015-09","160 x 600","4490104","5681"
"2015-09","250 x 90","4496982","5681"
"2015-09","300 x 250","322308476","5681"
"2015-09","320 x 50","69174557","5681"
"2015-09","468 x 60","8582","5681"
"2015-09","728 x 90","21843458","5681"
"2015-09","960 x 540v","1633910","5681"
"2015-10","1 x 1","21062","5681"
"2015-10","1024 x 66","1935","5681"
"2015-10","160 x 600","1478105","5681"
"2015-10","250 x 90","3559961","5681"
"2015-10","300 x 250","14273751","5681"
"2015-10","320 x 50","1555","5681"
"2015-10","468 x 60","7189","5681"
"2015-10","728 x 90","1300181","5681"
"2015-11","1 x 1","14168","5681"
"2015-11","1024 x 66","997","5681"
"2015-11","160 x 600","1743620","5681"
"2015-11","250 x 90","3655954","5681"
"2015-11","300 x 250","15560540","5681"
"2015-11","320 x 50","35119","5681"
"2015-11","468 x 60","5999","5681"
"2015-11","728 x 90","1604201","5681"
"2015-11","Out-of-page","10977","5681"
"2015-12","1 x 1","27642","5681"
"2015-12","1024 x 66","780","5681"
"2015-12","160 x 600","1876772","5681"
"2015-12","250 x 90","3817425","5681"
"2015-12","300 x 250","15115389","5681"
"2015-12","320 x 50","990","5681"
"2015-12","468 x 60","4991","5681"
"2015-12","728 x 90","1691806","5681"
"2015-12","Out-of-page","31928","5681"
"2016-01","1 x 1","39728","5681"
"2016-01","1024 x 66","157","5681"
"2016-01","160 x 600","2963954","5681"
"2016-01","250 x 90","4450197","5681"
"2016-01","300 x 250","17700371","5681"
"2016-01","320 x 50","3353","5681"
"2016-01","468 x 60","8392","5681"
"2016-01","728 x 90","2664569","5681"
"2016-02","1 x 1","49699","5681"
"2016-02","160 x 600","3506453","5681"
"2016-02","250 x 90","4163745","5681"
"2016-02","300 x 250","16975531","5681"
"2016-02","320 x 50","2256","5681"
"2016-02","468 x 60","9062","5681"
"2016-02","728 x 90","3327875","5681"
"2016-03","1 x 1","188324","5681"
"2016-03","160 x 600","2501490","5681"
"2016-03","250 x 90","2693564","5681"
"2016-03","300 x 250","17052351","5681"
"2016-03","320 x 50","3846","5681"
"2016-03","468 x 60","11769","5681"
"2016-03","728 x 90","2289837","5681"
"2016-04","1 x 1","885","5681"
"2016-04","160 x 600","879904","5681"
"2016-04","250 x 90","1047899","5681"
"2016-04","300 x 250","18176618","5681"
"2016-04","320 x 50","13250","5681"
"2016-04","468 x 60","1422","5681"
"2016-04","728 x 90","940481","5681"
"2016-05","1 x 1","24163","5681"
"2016-05","160 x 600","832331","5681"
"2016-05","250 x 90","659606","5681"
"2016-05","300 x 250","19440979","5681"
"2016-05","320 x 50","90898","5681"
"2016-05","728 x 90","916678","5681"
"Dimension.MONTH_AND_YEAR","Dimension.CREATIVE_SIZE","Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS","5702"
"Dimension.MONTH_AND_YEAR","Dimension.CREATIVE_SIZE","Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS","5809"
"2015-06","11 x 11","57846","5809"
"2015-06","160 x 600","5766658","5809"
"2015-06","220 x 90","502","5809"
"2015-06","300 x 250","20186924","5809"
"2015-06","300 x 600","2968427","5809"
"2015-06","300 x 80","1057752","5809"
"2015-06","320 x 50","707772","5809"
"2015-06","400 x 300","1382716","5809"
"2015-06","420 x 300","6072","5809"
"2015-06","640 x 480v","1960361","5809"
"2015-06","728 x 90","9206050","5809"
"2015-06","970 x 66","3456069","5809"
"2015-06","Out-of-page","1496982","5809"
"2015-07","11 x 11","2116159","5809"
"2015-07","160 x 600","7656451","5809"
"2015-07","220 x 90","565","5809"
"2015-07","300 x 1050","111","5809"
"2015-07","300 x 250","30216806","5809"
"2015-07","300 x 600","6275953","5809"
"2015-07","300 x 80","287219","5809"
"2015-07","320 x 50","959623","5809"
"2015-07","400 x 300","1735984","5809"
"2015-07","640 x 480v","4491897","5809"
"2015-07","728 x 90","25412160","5809"
"2015-07","970 x 66","3088639","5809"
"2015-07","Out-of-page","3613229","5809"
"2015-08","11 x 11","5477440","5809"
"2015-08","160 x 600","7199227","5809"
"2015-08","220 x 90","642","5809"
"2015-08","300 x 250","27215795","5809"
"2015-08","300 x 600","3694198","5809"
"2015-08","300 x 80","144181","5809"
"2015-08","320 x 50","433308","5809"
"2015-08","400 x 300","3758422","5809"
"2015-08","640 x 480v","12934928","5809"
"2015-08","728 x 90","30544900","5809"
"2015-08","970 x 66","1535988","5809"
"2015-08","970 x 90","3156","5809"
"2015-08","Out-of-page","4890446","5809"
"2015-09","11 x 11","8148105","5809"
"2015-09","160 x 600","11446443","5809"
"2015-09","220 x 90","41","5809"
"2015-09","300 x 250","27226212","5809"
"2015-09","300 x 600","6010019","5809"
"2015-09","300 x 80","113287","5809"
"2015-09","320 x 50","495537","5809"
"2015-09","400 x 225","46498","5809"
"2015-09","400 x 300","5070250","5809"
"2015-09","640 x 480v","15497510","5809"
"2015-09","728 x 90","41449392","5809"
"2015-09","970 x 250","86958","5809"
"2015-09","970 x 66","1485983","5809"
"2015-09","970 x 90","1304","5809"
"2015-09","Out-of-page","4899931","5809"
"2015-10","1 x 1","421","5809"
"2015-10","11 x 11","19748406","5809"
"2015-10","160 x 600","10873971","5809"
"2015-10","220 x 90","325","5809"
"2015-10","300 x 250","32794671","5809"
"2015-10","300 x 600","7456618","5809"
"2015-10","300 x 80","135149","5809"
"2015-10","320 x 100","71","5809"
"2015-10","320 x 50","1566300","5809"
"2015-10","336 x 280","6","5809"
"2015-10","400 x 225","11953","5809"
"2015-10","400 x 300","1844039","5809"
"2015-10","640 x 480v","10760242","5809"
"2015-10","728 x 90","52543946","5809"
"2015-10","970 x 250","1637446","5809"
"2015-10","970 x 66","2541245","5809"
"2015-10","970 x 90","3063","5809"
"2015-10","Out-of-page","4960234","5809"
"2015-11","1 x 1","4617","5809"
"2015-11","11 x 11","18099695","5809"
"2015-11","160 x 600","12991594","5809"
"2015-11","220 x 90","1","5809"
"2015-11","300 x 250","39336979","5809"
"2015-11","300 x 600","11311917","5809"
"2015-11","300 x 80","147263","5809"
"2015-11","320 x 100","749","5809"
"2015-11","320 x 50","1869818","5809"
"2015-11","336 x 280","1563823","5809"
"2015-11","400 x 300","318484","5809"
"2015-11","640 x 480v","9069665","5809"
"2015-11","728 x 90","44767558","5809"
"2015-11","970 x 250","1337896","5809"
"2015-11","970 x 66","845797","5809"
"2015-11","970 x 90","387263","5809"
"2015-11","Out-of-page","4205387","5809"
"2015-12","1 x 1","9","5809"
"2015-12","11 x 11","5150957","5809"
"2015-12","160 x 600","11599819","5809"
"2015-12","1600 x 1200","93","5809"
"2015-12","1790 x 1180","34","5809"
"2015-12","300 x 250","44422895","5809"
"2015-12","300 x 600","20102934","5809"
"2015-12","300 x 80","124830","5809"
"2015-12","320 x 100","522","5809"
"2015-12","320 x 50","768875","5809"
"2015-12","336 x 280","1531093","5809"
"2015-12","400 x 300","181460","5809"
"2015-12","640 x 480v","8722469","5809"
"2015-12","643 x 166","10880","5809"
"2015-12","702 x 181","749","5809"
"2015-12","728 x 90","61158767","5809"
"2015-12","970 x 250","1913219","5809"
"2015-12","970 x 66","2955925","5809"
"2015-12","970 x 90","2703209","5809"
"2015-12","Out-of-page","6373792","5809"
"2016-01","11 x 11","2172837","5809"
"2016-01","160 x 600","7541920","5809"
"2016-01","1790 x 1180","4","5809"
"2016-01","220 x 90","2","5809"
"2016-01","300 x 250","21219748","5809"
"2016-01","300 x 600","9578769","5809"
"2016-01","300 x 80","182810","5809"
"2016-01","320 x 50","541849","5809"
"2016-01","336 x 280","14088","5809"
"2016-01","400 x 225","36944","5809"
"2016-01","400 x 300","97845","5809"
"2016-01","640 x 480v","7256870","5809"
"2016-01","728 x 90","21804024","5809"
"2016-01","970 x 250","481358","5809"
"2016-01","970 x 66","693663","5809"
"2016-01","970 x 90","2138","5809"
"2016-01","Out-of-page","2195242","5809"
"2016-02","11 x 11","2899089","5809"
"2016-02","160 x 600","8799974","5809"
"2016-02","300 x 250","23354118","5809"
"2016-02","300 x 600","6816631","5809"
"2016-02","300 x 80","79323","5809"
"2016-02","320 x 50","612743","5809"
"2016-02","336 x 280","10224","5809"
"2016-02","400 x 225","15193","5809"
"2016-02","400 x 300","373107","5809"
"2016-02","640 x 480v","3896751","5809"
"2016-02","728 x 90","24960302","5809"
"2016-02","970 x 250","2073057","5809"
"2016-02","970 x 66","1179632","5809"
"2016-02","970 x 90","263851","5809"
"2016-02","Out-of-page","2745288","5809"
"2016-03","11 x 11","9876375","5809"
"2016-03","160 x 600","7584718","5809"
"2016-03","300 x 250","39267975","5809"
"2016-03","300 x 600","5677536","5809"
"2016-03","300 x 80","245938","5809"
"2016-03","320 x 100","460358","5809"
"2016-03","320 x 50","7092799","5809"
"2016-03","336 x 280","86716","5809"
"2016-03","400 x 300","112505","5809"
"2016-03","640 x 480v","4810510","5809"
"2016-03","728 x 90","35194388","5809"
"2016-03","970 x 250","3785516","5809"
"2016-03","970 x 66","1584585","5809"
"2016-03","970 x 90","783089","5809"
"2016-03","Out-of-page","4519784","5809"
"2016-04","11 x 11","1716258","5809"
"2016-04","160 x 600","8410237","5809"
"2016-04","300 x 250","34816750","5809"
"2016-04","300 x 600","5563713","5809"
"2016-04","300 x 80","12592823","5809"
"2016-04","320 x 100","126598","5809"
"2016-04","320 x 50","982319","5809"
"2016-04","336 x 280","4072980","5809"
"2016-04","400 x 300","2590","5809"
"2016-04","640 x 480v","8291676","5809"
"2016-04","728 x 90","26974459","5809"
"2016-04","970 x 250","5929247","5809"
"2016-04","970 x 66","3201113","5809"
"2016-04","970 x 90","4209","5809"
"2016-04","Out-of-page","2349330","5809"
"2016-05","0 x 0","212672","5809"
"2016-05","11 x 11","979134","5809"
"2016-05","160 x 600","9390804","5809"
"2016-05","300 x 250","47229842","5809"
"2016-05","300 x 50","12037","5809"
"2016-05","300 x 600","7752502","5809"
"2016-05","300 x 80","9280149","5809"
"2016-05","320 x 100","109274","5809"
"2016-05","320 x 50","1398238","5809"
"2016-05","336 x 280","5355006","5809"
"2016-05","400 x 300","162895","5809"
"2016-05","640 x 480v","7202842","5809"
"2016-05","728 x 90","35736596","5809"
"2016-05","970 x 250","7816896","5809"
"2016-05","970 x 66","3576063","5809"
"2016-05","Out-of-page","2073164","5809"
"Dimension.MONTH_AND_YEAR","Dimension.CREATIVE_SIZE","Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS","5936"
"2015-06","1000 x 1000","1","5936"
"2015-06","160 x 600","680970","5936"
"2015-06","2 x 2","52","5936"
"2015-06","300 x 100","10","5936"
"2015-06","300 x 125","7364","5936"
"2015-06","300 x 250","48225429","5936"
"2015-06","300 x 600","1974176","5936"
"2015-06","480 x 360","13985","5936"
"2015-06","640 x 480v","81","5936"
"2015-06","728 x 90","42703199","5936"
"2015-06","80 x 60","490","5936"
"2015-06","970 x 60","20","5936"
"2015-06","970 x 66","5810540","5936"
"2015-07","1000 x 1000","1","5936"
"2015-07","160 x 600","665514","5936"
"2015-07","2 x 2","318","5936"
"2015-07","300 x 100","10","5936"
"2015-07","300 x 125","6204","5936"
"2015-07","300 x 250","38479600","5936"
"2015-07","300 x 600","1618232","5936"
"2015-07","480 x 360","12822","5936"
"2015-07","640 x 480v","26","5936"
"2015-07","728 x 90","32291641","5936"
"2015-07","80 x 60","550","5936"
"2015-07","970 x 66","360291","5936"
"2015-08","160 x 600","379588","5936"
"2015-08","2 x 2","6198","5936"
"2015-08","300 x 100","4","5936"
"2015-08","300 x 125","7685","5936"
"2015-08","300 x 250","30864398","5936"
"2015-08","300 x 600","2174425","5936"
"2015-08","480 x 360","13436","5936"
"2015-08","640 x 480v","294","5936"
"2015-08","728 x 90","27306808","5936"
"2015-08","80 x 60","26805","5936"
"2015-08","970 x 66","1570259","5936"
"2015-09","160 x 600","726","5936"
"2015-09","2 x 2","5161","5936"
"2015-09","300 x 100","14","5936"
"2015-09","300 x 125","317","5936"
"2015-09","300 x 250","41242585","5936"
"2015-09","300 x 600","799234","5936"
"2015-09","480 x 360","12587","5936"
"2015-09","640 x 480v","103","5936"
"2015-09","728 x 90","28684903","5936"
"2015-09","80 x 60","19693","5936"
"2015-09","970 x 250","196","5936"
"2015-09","970 x 66","2462984","5936"
"2015-10","1000 x 1000","2","5936"
"2015-10","160 x 600","807","5936"
"2015-10","2 x 2","3981","5936"
"2015-10","300 x 125","181","5936"
"2015-10","300 x 250","36597055","5936"
"2015-10","300 x 600","837181","5936"
"2015-10","480 x 360","14110","5936"
"2015-10","640 x 480v","366","5936"
"2015-10","728 x 90","31553902","5936"
"2015-10","80 x 60","17508","5936"
"2015-10","970 x 250","554991","5936"
"2015-10","970 x 66","1409816","5936"
"2015-11","160 x 600","425","5936"
"2015-11","2 x 2","948","5936"
"2015-11","300 x 125","183","5936"
"2015-11","300 x 250","23421827","5936"
"2015-11","300 x 600","681879","5936"
"2015-11","480 x 360","14457","5936"
"2015-11","640 x 480v","63","5936"
"2015-11","728 x 90","32832249","5936"
"2015-11","80 x 60","3683","5936"
"2015-11","970 x 250","1225099","5936"
"2015-11","970 x 66","449677","5936"
"2015-12","160 x 600","1110","5936"
"2015-12","300 x 125","121","5936"
"2015-12","300 x 250","21355325","5936"
"2015-12","300 x 600","391211","5936"
"2015-12","480 x 360","13822","5936"
"2015-12","640 x 480v","621","5936"
"2015-12","728 x 90","28553635","5936"
"2015-12","80 x 60","1752","5936"
"2015-12","970 x 250","180985","5936"
"2015-12","970 x 66","515765","5936"
"2016-01","1000 x 1000","3","5936"
"2016-01","160 x 600","627","5936"
"2016-01","300 x 125","172","5936"
"2016-01","300 x 250","23865377","5936"
"2016-01","300 x 600","1062853","5936"
"2016-01","480 x 360","14030","5936"
"2016-01","728 x 90","30598499","5936"
"2016-01","80 x 60","3269","5936"
"2016-01","970 x 250","6958","5936"
"2016-01","970 x 66","2119076","5936"
"2016-02","160 x 600","403","5936"
"2016-02","300 x 125","210","5936"
"2016-02","300 x 250","23075653","5936"
"2016-02","300 x 600","1283517","5936"
"2016-02","480 x 360","10911","5936"
"2016-02","728 x 90","27746645","5936"
"2016-02","80 x 60","948","5936"
"2016-02","970 x 250","55305","5936"
"2016-02","970 x 66","90962","5936"
"2016-03","160 x 600","85","5936"
"2016-03","300 x 125","123","5936"
"2016-03","300 x 250","23141422","5936"
"2016-03","300 x 600","1466101","5936"
"2016-03","480 x 360","10787","5936"
"2016-03","640 x 480v","897951","5936"
"2016-03","728 x 90","27259995","5936"
"2016-03","970 x 250","460678","5936"
"2016-04","300 x 125","8","5936"
"2016-04","300 x 250","19695927","5936"
"2016-04","300 x 600","944913","5936"
"2016-04","480 x 360","1506","5936"
"2016-04","640 x 480v","50348","5936"
"2016-04","728 x 90","26108181","5936"
"2016-04","970 x 250","43023","5936"
"2016-04","970 x 66","4","5936"
"2016-05","300 x 250","20488636","5936"
"2016-05","300 x 600","667990","5936"
"2016-05","640 x 480v","410","5936"
"2016-05","728 x 90","24995257","5936"
"2016-05","970 x 66","1018806","5936"
"Dimension.MONTH_AND_YEAR","Dimension.CREATIVE_SIZE","Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS","5993"
"2015-06","1000 x 30","4","5993"
"2015-06","160 x 600","13","5993"
"2015-06","234 x 60","33592","5993"
"2015-06","250 x 250","95098","5993"
"2015-06","300 x 100","146300","5993"
"2015-06","300 x 125","84633","5993"
"2015-06","300 x 250","4502311","5993"
"2015-06","300 x 600","114934","5993"
"2015-06","468 x 60","977539","5993"
"2015-06","728 x 90","3969989","5993"
"2015-06","980 x 30","4346","5993"
"2015-06","Out-of-page","41516","5993"
"2015-07","1000 x 30","3","5993"
"2015-07","180 x 150","1951","5993"
"2015-07","234 x 60","195626","5993"
"2015-07","250 x 250","95302","5993"
"2015-07","300 x 100","121735","5993"
"2015-07","300 x 125","174559","5993"
"2015-07","300 x 250","5138775","5993"
"2015-07","300 x 600","103899","5993"
"2015-07","468 x 60","1007383","5993"
"2015-07","728 x 90","4761163","5993"
"2015-07","970 x 90","737","5993"
"2015-07","980 x 30","4042","5993"
"2015-07","Out-of-page","66539","5993"
"2015-08","1000 x 30","12","5993"
"2015-08","180 x 150","87899","5993"
"2015-08","234 x 60","171515","5993"
"2015-08","250 x 250","93546","5993"
"2015-08","300 x 100","74886","5993"
"2015-08","300 x 125","85338","5993"
"2015-08","300 x 250","4705753","5993"
"2015-08","300 x 600","110183","5993"
"2015-08","468 x 60","847751","5993"
"2015-08","728 x 90","4244512","5993"
"2015-08","970 x 90","271","5993"
"2015-08","980 x 30","4159","5993"
"2015-08","Out-of-page","38029","5993"
"2015-09","1000 x 30","16","5993"
"2015-09","180 x 150","152975","5993"
"2015-09","234 x 60","143086","5993"
"2015-09","250 x 250","87501","5993"
"2015-09","300 x 100","133930","5993"
"2015-09","300 x 125","28587","5993"
"2015-09","300 x 250","4702356","5993"
"2015-09","300 x 600","95233","5993"
